sector,revenue_million,revenue_growth_rate,burn_rate_million,runway_months,funding_rounds,team_size,founder_experience_years,has_technical_cofounder,product_traction_users,customer_growth_rate,enterprise_customers,market_size_billion,business_model,geography,investor_type,founder_background,outcome
Other,0.0,,5.0,0.0,0,223,9,0,162014,,64,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,11,10,1,189768,,132,250,Subscription,North America,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,90,10,0,40168,,8,180,Marketplace,Asia,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,35,16,1,37048,,14,100,Subscription,Other,none,first_time,Acquisition
Fintech,0.95,58.9,0.78,3.5,2,22,10,1,99562,53.5,49,200,Transaction-fee,North America,angel,first_time,Acquisition
Other,0.0,,5.0,0.0,0,84,10,0,52759,,21,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,155,21,1,105053,,42,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,114,18,1,151390,,105,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,79,11,1,183249,,73,100,Subscription,Other,none,first_time,Acquisition
Other,1.4,120.0,5.62,3.6,1,63,11,1,100918,136.5,40,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,256,14,1,137851,,96,250,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,25,7,1,155765,,109,250,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,131,20,0,77036,,30,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,164,3,1,93353,,37,100,Subscription,North America,none,academic,Acquisition
Other,41.0,120.0,164.0,3.6,1,38,20,0,54765,61.9,21,100,Subscription,Asia,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,50,13,1,134369,,94,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,287,12,1,161565,,113,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,134,7,0,86928,,34,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,178,16,1,126247,,88,250,Subscription,North America,none,first_time,Acquisition
SaaS,2.4,120.0,6.0,3.6,1,135,7,1,122896,119.5,86,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,92,12,1,113248,,45,100,Subscription,Other,none,ex_bigtech,Acquisition
Fintech,0.0,,5.0,0.0,0,179,17,1,94603,,47,200,Transaction-fee,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,32,11,0,28835,,11,100,Subscription,North America,none,ex_bigtech,Acquisition
Fintech,0.0,,5.0,0.0,0,168,14,1,44978,,22,200,Transaction-fee,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,166,11,0,115213,,46,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,163,24,1,118252,,47,100,Subscription,North America,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,117,13,1,150758,,30,180,Marketplace,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,258,21,1,48130,,33,250,Subscription,Other,none,first_time,Acquisition
SaaS,6.0,120.0,15.0,3.6,1,239,10,1,88585,50.4,62,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,40,22,1,136832,,95,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,248,23,1,127171,,89,250,Subscription,North America,none,ex_bigtech,Acquisition
Health,0.0,,5.0,0.0,0,169,14,1,154733,,61,350,Subscription,North America,none,academic,IPO
Other,0.0,,5.0,0.0,0,197,2,1,36356,,14,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,138,12,0,136254,,54,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,34,0,0,169328,,67,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,7,2,0,48677,,19,100,Subscription,North America,none,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,145,20,0,143662,,57,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,240,22,1,63764,,25,100,Subscription,Europe,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,98,21,0,138872,,97,250,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,175,20,1,21021,,14,250,Subscription,North America,none,first_time,Acquisition
Fintech,0.0,,5.0,0.0,0,230,10,1,64013,,32,200,Transaction-fee,North America,none,first_time,IPO
Other,3.0,120.0,12.0,3.6,1,136,1,1,98644,102.9,39,100,Subscription,Other,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,138,1,1,99452,,39,100,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,155,3,1,48454,,33,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,268,5,1,139512,,97,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,113,16,1,74395,,52,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,82,19,1,167721,,117,250,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,297,11,1,158118,,110,250,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,149,15,0,50228,,35,250,Subscription,North America,none,ex_bigtech,IPO
SaaS,0.0,,5.0,0.0,0,83,21,0,147326,,103,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,214,20,1,66736,,46,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,31,13,1,115992,,46,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,238,20,1,184361,,129,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,5,6,0,110672,,77,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,45,6,1,71100,,49,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,211,16,1,32575,,13,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,119,8,1,133255,,93,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,146,16,1,181786,,72,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,110,16,1,95346,,66,250,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,63,21,0,30126,,12,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,256,18,1,179462,,125,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,83,3,0,185179,,74,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,104,16,1,138291,,55,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,61,15,1,30842,,12,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,140,14,1,129746,,51,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,163,11,1,143335,,100,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,105,10,0,184996,,73,100,Subscription,Other,none,ex_bigtech,Acquisition
Fintech,0.0,,5.0,0.0,0,262,17,0,67852,,33,200,Transaction-fee,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,90,23,1,150814,,60,100,Subscription,North America,none,first_time,Acquisition
Other,4.38,120.0,17.5,3.6,1,238,8,0,63219,49.3,25,100,Subscription,Other,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,218,1,1,23631,,9,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,171,12,1,126528,,50,100,Subscription,North America,none,ex_bigtech,IPO
SaaS,0.0,,5.0,0.0,0,76,5,1,125845,,88,250,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,281,7,1,141293,,98,250,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,271,12,0,119456,,47,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,39,11,1,124844,,87,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,43,13,0,150057,,60,100,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,68,7,1,137755,,96,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,146,7,1,60869,,24,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,35,2,1,96782,,67,250,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,143,20,1,77710,,54,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,242,6,0,77143,,30,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,227,21,1,146977,,102,250,Subscription,Other,none,academic,Acquisition
Other,9.4,120.0,37.6,3.6,1,204,19,0,83072,122.5,33,100,Subscription,North America,tier2_vc,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,245,15,1,188609,,132,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,244,16,1,167388,,117,250,Subscription,North America,none,first_time,Acquisition
Other,13.15,120.0,52.6,3.6,1,208,6,1,193165,79.7,77,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,109,9,0,27246,,10,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,101,0,0,140775,,56,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,100,18,0,42023,,16,100,Subscription,North America,none,academic,Acquisition
Health,0.0,,5.0,0.0,0,87,15,0,103806,,41,350,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,215,18,1,21952,,15,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,283,17,1,149067,,104,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,117,20,1,81235,,56,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,222,2,1,96778,,67,250,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,165,20,0,138495,,55,100,Subscription,North America,none,first_time,Acquisition
SaaS,22.64,56.4,6.65,9.7,4,77,24,1,551056,21.0,385,250,Subscription,North America,tier1_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,276,15,1,158098,,110,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,189,1,0,187231,,74,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,5,4,1,116242,,46,100,Subscription,Other,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,51,1,1,27442,,19,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,157,7,0,147649,,59,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,91,17,1,188432,,131,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,164,12,0,50220,,20,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,79,19,0,23623,,9,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,136,18,0,182076,,72,100,Subscription,Europe,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,93,20,1,124407,,49,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,92,11,0,124208,,49,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,274,14,1,127981,,51,100,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,290,5,1,54206,,21,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,88,17,1,144446,,57,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,252,21,0,174432,,69,100,Subscription,North America,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,297,24,0,42648,,8,180,Marketplace,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,260,15,1,20168,,8,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,121,9,1,148879,,104,250,Subscription,North America,none,first_time,Acquisition
Other,13.75,120.0,55.0,3.6,1,192,14,0,152630,89.7,61,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,226,24,1,126360,,50,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,24,0,1,176923,,123,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,146,16,0,53546,,21,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,128,18,1,186858,,130,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,212,19,0,83799,,33,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,77,24,1,171344,,68,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,23,17,1,102076,,71,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,283,0,1,150935,,105,250,Subscription,Other,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,82,13,1,127448,,89,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,67,3,1,127627,,89,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,170,7,1,83263,,33,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,167,15,1,141797,,56,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,221,1,0,127296,,50,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,62,4,1,170274,,68,100,Subscription,Other,none,academic,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,105,1,1,51166,73.7,35,250,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,252,8,1,39039,,15,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,260,17,0,94783,,66,250,Subscription,Other,none,ex_bigtech,Acquisition
Ecommerce,0.0,,5.0,0.0,0,194,24,0,114435,,22,180,Marketplace,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,279,9,1,186300,,130,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,107,3,1,72145,,28,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,143,3,1,71788,,28,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,44,18,1,81862,,32,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,40,3,1,54605,,21,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,234,22,1,74150,,29,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,69,18,1,34580,,24,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,163,5,0,78240,,54,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,185,19,0,87399,,61,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,126,4,1,61168,,42,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,100,24,1,29280,,11,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,178,20,1,75228,,30,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,96,14,0,140598,,56,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,238,7,0,55304,,22,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,273,2,1,30675,,21,250,Subscription,North America,none,first_time,Acquisition
Other,9.95,111.7,12.35,9.6,3,60,20,1,406095,108.3,162,100,Subscription,North America,tier1_vc,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,272,9,1,81672,,16,180,Marketplace,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,108,2,1,137460,,54,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,45,10,1,59737,,23,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,38,15,1,72573,,29,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,75,2,0,195604,,78,100,Subscription,Europe,none,first_time,Acquisition
SaaS,3.2,120.0,8.0,3.6,1,192,0,1,104297,98.0,73,250,Subscription,North America,none,serial_founder,IPO
SaaS,0.03,120.0,0.07,0.2,1,286,10,1,183478,78.4,128,250,Subscription,Other,none,first_time,Failure
SaaS,0.0,,5.0,0.0,0,293,13,1,99852,,69,250,Subscription,North America,none,first_time,IPO
SaaS,1.6,120.0,4.0,3.6,1,87,24,1,188103,104.3,131,250,Subscription,North America,tier1_vc,first_time,Failure
Other,2.0,120.0,8.0,3.6,1,34,7,0,195591,101.8,78,100,Subscription,Middle East,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,62,6,1,51309,,20,100,Subscription,Other,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,180,3,1,24328,,17,250,Subscription,North America,none,academic,Acquisition
Other,10.88,75.3,13.64,3.2,2,119,12,1,393418,95.6,157,100,Subscription,North America,tier1_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,218,11,1,124896,,87,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,244,19,1,169725,,67,100,Subscription,Other,none,academic,Acquisition
Fintech,0.0,,5.0,0.0,0,198,22,1,153674,,76,200,Transaction-fee,North America,none,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,295,8,1,78760,,31,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,5,2,0,87504,,35,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,80,17,0,24086,,9,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.8,120.0,3.2,3.6,1,14,9,1,180027,88.9,72,100,Subscription,North America,none,academic,IPO
SaaS,0.0,,5.0,0.0,0,66,13,1,26167,,18,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,269,10,0,161918,,113,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,68,6,0,63850,,44,250,Subscription,Europe,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,72,8,1,34445,,24,250,Subscription,North America,none,first_time,Acquisition
Health,20.4,23.4,9.95,25.3,2,22,10,1,48548,15.7,19,350,Subscription,North America,tier1_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,156,21,0,168467,,67,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,140,3,1,75943,,30,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,231,6,0,140691,,56,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,263,8,0,127129,,50,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,290,17,0,143174,,57,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,280,21,1,169224,,67,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,188,11,1,167731,,67,100,Subscription,North America,none,first_time,Acquisition
Other,6.5,120.0,26.0,3.6,1,268,2,0,195409,98.4,78,100,Subscription,North America,tier1_vc,academic,Failure
Other,0.0,,5.0,0.0,0,171,19,0,190376,,76,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,9,21,1,40174,,16,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,247,10,0,54532,,21,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,229,3,1,168213,,67,100,Subscription,Other,none,first_time,Acquisition
Other,67.91,35.1,19.86,2.5,4,26,21,1,88528,8.6,35,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,3.25,120.0,13.0,3.6,1,206,3,0,57861,140.9,23,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,262,16,0,35497,,14,100,Subscription,Oceania,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,112,19,1,109678,,43,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,182,3,0,139480,,55,100,Subscription,Other,none,first_time,Acquisition
Health,0.0,,5.0,0.0,0,211,12,1,33925,,13,350,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,162,22,1,80924,,32,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,15.68,54.8,5.96,3.6,3,165,0,1,597612,43.8,418,250,Subscription,North America,tier2_vc,first_time,IPO
Other,1.0,120.0,4.0,3.6,1,102,24,1,114334,87.7,45,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,232,15,1,105518,,42,100,Subscription,North America,none,first_time,Acquisition
Health,4.4,120.0,22.0,3.6,1,105,5,1,125906,114.7,50,350,Subscription,North America,tier2_vc,first_time,Acquisition
Other,17.38,120.0,69.5,3.6,1,228,17,1,55502,67.9,22,100,Subscription,Europe,none,academic,Failure
SaaS,0.0,,5.0,0.0,0,75,24,1,38063,,26,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,292,21,1,166220,,66,100,Subscription,North America,none,academic,Acquisition
Fintech,0.0,,5.0,0.0,0,108,4,0,42906,,21,200,Transaction-fee,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,90,3,1,145550,,58,100,Subscription,North America,none,serial_founder,Acquisition
Health,0.0,,5.0,0.0,0,266,11,1,59126,,23,350,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,41,14,0,112530,,45,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,42,18,0,158542,103.1,63,100,Subscription,Other,tier2_vc,serial_founder,Failure
SaaS,0.0,,5.0,0.0,0,162,2,1,77142,,53,250,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,233,1,1,63208,,44,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,298,9,1,63010,,44,250,Subscription,North America,none,academic,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,275,8,1,32971,112.0,23,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,245,7,1,54384,,21,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,43,3,1,85721,,34,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,287,4,1,183606,,73,100,Subscription,North America,none,serial_founder,IPO
SaaS,6.51,99.9,3.39,3.2,4,152,22,1,113376,30.0,79,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
